Start Date,End Date,Store ID,Store Name,Merchant Supplied ID,Cancellation Category - Short,Cancellation Category - Description,Count of Orders
2026-02-01,2026-02-28,31561737,Luca's Philly Cheesesteak (Metropolitan Ave),31561737,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,31564187,Slapjack Pancakes (Chapel St),31564187,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,31564187,Slapjack Pancakes (Chapel St),31564187,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,31577141,Addictive Burger Bar (1428 Polk St),31577141,NULL,NULL,1
2026-02-01,2026-02-28,31577153,The Kabob Snob (57 sip ave),31577153,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,31619812,The Smoothie Squeeze (128 East 4th Street),31619812,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,31619827,The Farmers Salad (28501 Hoover Rd),31619827,Customer Cancellations,Customer entered the wrong address,1
2026-02-01,2026-02-28,31672379,The Fried Chicken Crave (1741 1st Ave),31672379,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,32863674,Luigi's Pasta Ristorante,32863674,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,32863729,The Burger Blade (4234 Broadway),32863729,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,32863770,Amore Pasta Ristorante (2909A Queens Plaza North),32863770,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,32863770,Amore Pasta Ristorante (2909A Queens Plaza North),32863770,NULL,NULL,1
2026-02-01,2026-02-28,32863865,Mary's Chicken Sandwiches (Chestnut St),32863865,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,32918455,Wonderland Wraps  (3661 Broadway),32918455,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,32922801,Bart's Burger Bar (3661 Broadway),32922801,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,32922801,Bart's Burger Bar (3661 Broadway),32922801,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,32922801,Bart's Burger Bar (3661 Broadway),32922801,NULL,NULL,1
2026-02-01,2026-02-28,32923019,Beeman's Burger Bar (93 Avenue A),32923019,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,32923083,Blanca's Breakfast Bites (4083 Broadway),32923083,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,32923293,Breakfast N Vibe (4234 Broadway),32923293,NULL,NULL,1
2026-02-01,2026-02-28,32926571,EZ Cheesesteaks (3846 Mowry Ave),32926571,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,32927450,Grandma's Breakfast Sandwiches (330 W Broadway),32927450,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,32927450,Grandma's Breakfast Sandwiches (330 W Broadway),32927450,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,32927450,Grandma's Breakfast Sandwiches (330 W Broadway),32927450,Customer Cancellations,Long order fulfillment time,2
2026-02-01,2026-02-28,32927450,Grandma's Breakfast Sandwiches (330 W Broadway),32927450,Other,Other,1
2026-02-01,2026-02-28,32961985,Italian Pasta Lounge (4115 Concord Blvd Suite 70),32961985,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,32973053,Mia's Quesadillas (296 3rd Ave),32973053,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,32986919,Queen's Quesadillas (330 W Broadway),32986919,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,32986919,Queen's Quesadillas (330 W Broadway),32986919,Customer Cancellations,Long order fulfillment time,2
2026-02-01,2026-02-28,32987257,Roll N Chop Sushi's (1401 E Arapaho Rd #F),32987257,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,33017373,The Pasta Story (2138 W National Ave),33017373,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33017373,The Pasta Story (2138 W National Ave),33017373,Customer Cancellations,Long order fulfillment time,3
2026-02-01,2026-02-28,33017373,The Pasta Story (2138 W National Ave),33017373,Other,Other,2
2026-02-01,2026-02-28,33415771,Amanda's Breakfast Lounge (3661 Broadway),33415771,Avoidable Store Operations,Store operations issue,5
2026-02-01,2026-02-28,33415839,Top Notch Sandwiches (9061 Van Nuys Blvd),33415839,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33885415,Chanel's Coffee House (2051 Frederick Douglass Blvd),33885415,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,33885415,Chanel's Coffee House (2051 Frederick Douglass Blvd),33885415,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,33886671,Casa Pasta Ristorante (9061 Van Nuys Blvd),33886671,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33886909,Fiona's Breakfast Burritos (433 W 34th st),33886909,Customer Cancellations,Customer needed to modify order cart contents,1
2026-02-01,2026-02-28,33894883,The Indian Spice Palace,33894883,Other,Other,1
2026-02-01,2026-02-28,33895231,Luke's Breakfast Club (7825 EASTERN AVE),33895231,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33895415,Bill's Sandwich Shack (128 East 4th Street),33895415,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33895557,The Burrito Bae (916 Hempstead Turnpike),33895557,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33895844,Ariana's Vegan Spot (488 Metropolitan Ave),33895844,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33898959,The Calzone Empire (4663 Trousdale Dr),33898959,Avoidable Store Operations,Store closed,4
2026-02-01,2026-02-28,33898961,The American Vegan Burger (5155 3rd St),33898961,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,33899303,Original Burger Bar (135 E 125th St),33899303,NULL,NULL,1
2026-02-01,2026-02-28,33899381,The Juice Empire,33899381,Avoidable Store Operations,Store closed,3
2026-02-01,2026-02-28,33899529,Italian Pasta Lounge,33899529,POS Error Cancellations,Technical error,3
2026-02-01,2026-02-28,33899541,Farmers Market Salads,33899541,POS Error Cancellations,Technical error,1
2026-02-01,2026-02-28,33948073,Exquisite Bowls,33948073,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33948073,Exquisite Bowls,33948073,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33948073,Exquisite Bowls,33948073,NULL,NULL,1
2026-02-01,2026-02-28,33948075,Exquisite Bowls (1824 2nd Ave),33948075,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,33948287,Fry Bird Sandwiches (16224 Tuskegee Airmen Way),33948287,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33948345,Greens Salad God (6611 S 101st E Ave),33948345,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33948861,Luigi's Pasta Ristorante,33948861,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,33948861,Luigi's Pasta Ristorante,33948861,Other,Other,1
2026-02-01,2026-02-28,33948863,Luigi's Pasta Ristorante,33948863,NULL,NULL,1
2026-02-01,2026-02-28,33948931,Marty's Wraps Shack,33948931,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33950127,Sicily's Calzone House,33950127,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,33950295,The Calzone Empire,33950295,Other,Other,1
2026-02-01,2026-02-28,33951729,Toretto's Breakfast Cafe,33951729,Avoidable Store Operations,Store closed,5
2026-02-01,2026-02-28,33951729,Toretto's Breakfast Cafe,33951729,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33963529,The Italian Pasta Bar,33963529,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33963677,Wraps On Tap (4410 Bergen Tpke),33963677,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33963677,Wraps On Tap (4410 Bergen Tpke),33963677,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33963911,Classic Cheeseburger Bar (560 E 149th St),33963911,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33964025,Headlines Mexican Spot,33964025,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,33967403,Philly Cheesesteak Company,33967403,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33970427,The Montage Vegetarian (253 E 172nd St),33970427,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,33970497,The Gyro Shop,33970497,NULL,NULL,1
2026-02-01,2026-02-28,33971791,The Bagel Savage,33971791,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,33972175,Chelsea's Breakfast Bar,33972175,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,34248810,Celebrity Vegan Burger,34248810,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,34249041,Christina's Vegan Cafe (1201 Castle Hill Ave),34249041,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,34249041,Christina's Vegan Cafe (1201 Castle Hill Ave),34249041,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,34250513,Luigi's Pasta Ristorante,34250513,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,34250513,Luigi's Pasta Ristorante,34250513,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,34250543,The Mexican Cocina,34250543,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,34338415,Chicken Sandwich Loft,34338415,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,34339953,Public Burger Bar,34339953,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,34340507,Wonka's Smoothie Bar,34340507,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,34340507,Wonka's Smoothie Bar,34340507,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,34341025,Wraps On Tap,34341025,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,34344153,Village Quesadilla,34344153,Customer Cancellations,Customer entered the wrong address,1
2026-02-01,2026-02-28,34348517,Top Notch Sandwiches,34348517,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,34349143,The Chicken Affair - 135 E 125th St,34349143,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,34349143,The Chicken Affair - 135 E 125th St,34349143,Avoidable Store Operations,Item out of stock,2
2026-02-01,2026-02-28,35117591,NY Smoothie Joint,35117591,POS Error Cancellations,Timeout,5
2026-02-01,2026-02-28,35170821,City Life Breakfast,35170821,POS Error Cancellations,Timeout,1
2026-02-01,2026-02-28,35171571,Cherry's Chic Desserts,35171571,POS Error Cancellations,Timeout,1
2026-02-01,2026-02-28,35361759,101 Hummus (1174 Chapel St),35361759,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,35371677,Bri's Breakfast Bar,35371677,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,35449419,Italian Pasta Lounge (119 Park Ave),35449419,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,35457947,Sal's Smoothie Spot,35457947,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,35457947,Sal's Smoothie Spot,35457947,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,35464965,Sandwich On Fleek (2126 Caton Ave),35464965,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,35492905,Chicken Sandwich Loft,35492905,Avoidable Store Operations,Store operations issue,4
2026-02-01,2026-02-28,35493035,Exquisite Bowls,35493035,Avoidable Store Operations,Store operations issue,4
2026-02-01,2026-02-28,35493165,Philly Cheesesteak Artists,35493165,Avoidable Store Operations,Store operations issue,5
2026-02-01,2026-02-28,35493370,Palm Tree Acai (717 S Battlefield Blvd),35493370,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,35637721,Chicken Sandwich Loft,35637721,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,35638047,NY Smoothie Joint,35638047,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,35638047,NY Smoothie Joint,35638047,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,35638263,Pardon My Panini,35638263,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,35648739,Divya's Indian Restaurant,35648739,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,35648739,Divya's Indian Restaurant,35648739,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,35648739,Divya's Indian Restaurant,35648739,Customer Cancellations,Long order fulfillment time,3
2026-02-01,2026-02-28,35665478,Steph's Salad Shop,35665478,Customer Cancellations,Long order fulfillment time,2
2026-02-01,2026-02-28,35665478,Steph's Salad Shop,35665478,Other,Other,1
2026-02-01,2026-02-28,35669394,Arturo's Burrito Bowls,35669394,Customer Cancellations,Customer requested - Unspecified reason,1
2026-02-01,2026-02-28,35670053,Cheesy Mac Factory,35670053,NULL,NULL,1
2026-02-01,2026-02-28,35681661,Fierce Chicken Sandwich,35681661,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,35686889,The Hot Dog Village,35686889,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,35686889,The Hot Dog Village,35686889,Avoidable Store Operations,Store operations issue,3
2026-02-01,2026-02-28,35808533,Sasha's Sandwiches,35808533,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,35871797,John's Pizza Den,35871797,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,36019239,Charlie's Chicken Wings,36019239,Avoidable Store Operations,Store operations issue,2
2026-02-01,2026-02-28,36019345,Chris's Chicken Tenders,36019345,Customer Cancellations,Customer entered the wrong address,1
2026-02-01,2026-02-28,36019785,Hill Top Sandwich,36019785,Other,Other,1
2026-02-01,2026-02-28,36255055,High Life Breakfast Sandwiches (1213 Amsterdam Ave),36255055,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,36255933,Chicken Sandwich Loft,36255933,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,36364737,Breakfast Burrito Snob,36364737,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,36587123,Daybreak Breakfast Club,36587123,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,37412641,Luke's Breakfast Club,37412641,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,37413325,Fierce Chicken Sandwich,37413325,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Avoidable Store Operations,Store closed,3
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Avoidable Store Operations,Extreme dasher wait time,1
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,37413841,Exquisite Bowls,37413841,Other,Other,2
2026-02-01,2026-02-28,37414009,Chicken Sandwich Loft,37414009,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,37414009,Chicken Sandwich Loft,37414009,Avoidable Store Operations,Staff requested - Busy or cannot fulfill,1
2026-02-01,2026-02-28,37414009,Chicken Sandwich Loft,37414009,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,37414507,The Salad Dream,37414507,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,37414755,Wraps on Tap,37414755,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,37532343,Two Hand Burger,37532343,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,37565941,Addictive Burger Bar,37565941,Avoidable Store Operations,Store closed,2
2026-02-01,2026-02-28,37566393,Erica's Shake Shack,37566393,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,37566393,Erica's Shake Shack,37566393,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,37617154,Chicken Sandwich Loft,37617154,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,37625025,The Chopped Salad,37625025,POS Error Cancellations,Timeout,1
2026-02-01,2026-02-28,37625155,Wonka's Smoothie Bar,37625155,POS Error Cancellations,Timeout,1
2026-02-01,2026-02-28,38057903,Fierce Chicken Sandwich,38057903,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,38058995,Local Pizza Boy,38058995,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,38214291,Angelino's Breakfast Snob,38214291,Customer Cancellations,Long order fulfillment time,1
2026-02-01,2026-02-28,38216347,Carmen's Breakfast Burritos,38216347,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,38796180,Fierce Chicken Sandwich (18679 W Dixie Highway),38796180,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,39042013,Bosscat Breakfast,39042013,Avoidable Store Operations,Store closed,1
2026-02-01,2026-02-28,39042013,Bosscat Breakfast,39042013,Other,Other,1
2026-02-01,2026-02-28,39162061,Fierce Chicken Sandwich,39162061,Avoidable Store Operations,Store operations issue,6
2026-02-01,2026-02-28,39162345,Marty's Wraps Shack,39162345,Avoidable Store Operations,Store operations issue,10
2026-02-01,2026-02-28,39846441,Cherry's Chic Desserts,39846441,NULL,NULL,1
2026-02-01,2026-02-28,39846735,The Crimson Gyro (1428 Polk St),39846735,Avoidable Store Operations,Item out of stock,1
2026-02-01,2026-02-28,39846735,The Crimson Gyro (1428 Polk St),39846735,Avoidable Store Operations,Store operations issue,1
2026-02-01,2026-02-28,40824279,Breakfast Burrito Snob,40824279,Avoidable Store Operations,Store closed,3
